Order_ID,Customer_ID,Customer_Type,Product,Category,Unit_Price,Quantity,Discount,Total_Price,Region,Order_Date,Total_Price_Binned,Cluster
ORD24,CUS1403,1,Augustiner,0,-0.31759878595280544,-0.417726838671361,-0.6676004993588787,-0.23399453482156415,9,1/24/2021,Medium,1
ORD24,CUS1403,1,Monster,2,-0.17826661032477323,-0.5661163851545495,-0.6676004993588787,-0.21013289335891455,9,1/24/2021,Medium,1
ORD24,CUS1403,1,Pepsi,2,-0.29014417006550847,-0.7887007048793323,-0.6676004993588787,-0.25428094717617367,9,1/24/2021,Low,1
ORD24,CUS1403,1,Volvic Touch,3,-0.29769418943451514,-0.8257980915001295,-0.6676004993588787,-0.25749463626205243,9,1/24/2021,Low,1
ORD25,CUS2674,0,Sauvignon Blanc,0,-0.148752898245929,-0.12094774570498397,0.4425379294175691,-0.12478936257204742,5,11/16/2023,High,0
ORD25,CUS2674,0,Tomato Juice,1,-0.2379803998796442,1.1032660127813214,1.5526763581940168,-0.04470824766330675,5,11/16/2023,High,2
ORD26,CUS8521,1,Club Mate,2,-0.23729403448246178,-0.30643467880896963,-0.6676004993588787,-0.19217640559156712,6,4/23/2023,Medium,1
ORD26,CUS8521,1,Monster,2,-0.16522566777830716,-0.7516033182585352,-0.6676004993588787,-0.2403214852093879,6,4/23/2023,Low,1
ORD27,CUS3397,0,Fritz-Kola,2,-0.23248947670218478,-0.009655585842592585,0.4425379294175691,-0.15801087349731885,9,11/14/2023,High,0
ORD27,CUS3397,0,San Pellegrino,3,-0.3306397284992715,1.2516555592645098,0.4425379294175691,-0.16236943932004186,9,11/14/2023,High,0
ORD27,CUS3397,0,Chardonnay,0,0.08872952917918994,1.4000451057476981,1.5526763581940168,0.5127262098391464,9,11/14/2023,High,2
ORD27,CUS3397,0,Pepsi,2,-0.3375033824710958,-0.30643467880896963,0.4425379294175691,-0.23736890836173682,9,11/14/2023,Medium,0
ORD28,CUS2167,0,Hohes C Orange,1,-0.28945780466832605,-0.4919216119129553,0.4425379294175691,-0.23164452467751534,9,8/14/2023,Medium,0
ORD28,CUS2167,0,Monster,2,-0.22562582273036053,1.2145581726437127,0.4425379294175691,-0.0006003649596211097,9,8/14/2023,High,0
ORD29,CUS3878,0,Augustiner,0,-0.21944853415571872,2.5500640909924095,1.5526763581940168,0.15883878481353755,13,8/19/2023,High,2
ORD30,CUS948,0,Merlot,0,0.021465720255312355,0.3242208937445816,0.4425379294175691,0.10792189835914638,15,4/15/2021,High,0
ORD30,CUS948,0,Kölsch,0,-0.2702395735472181,1.6968241987140753,1.5526763581940168,-0.03824069837797577,15,4/15/2021,High,2
ORD30,CUS948,0,Cranberry Juice,1,-0.23660766908527933,1.2516555592645098,1.5526763581940168,-0.026370134317011202,15,4/15/2021,High,2
ORD31,CUS2150,0,Volvic,3,-0.3532897866062915,0.9177790796773356,1.5526763581940168,-0.2108158022896638,5,6/2/2023,Medium,2
ORD31,CUS2150,0,Mountain Dew,2,-0.3340715554851837,0.5097078268485672,0.4425379294175691,-0.20025079941983745,5,6/2/2023,Medium,0
ORD31,CUS2150,0,Mango Juice,1,-0.21464397637544175,-0.04675297246338971,0.4425379294175691,-0.1515433242119879,5,6/2/2023,High,0
ORD31,CUS2150,0,Evian,3,-0.28533961228523147,1.5484346522308867,1.5526763581940168,-0.07696565186281451,5,6/2/2023,High,2
ORD32,CUS2028,1,Erdinger Weißbier,0,-0.2523940732204751,-0.714505931637738,-0.6676004993588787,-0.24387662876064128,1,4/12/2023,Low,1
ORD32,CUS2028,1,Bacardi,0,0.5863444421364479,-0.5290189985337524,-0.6676004993588787,-0.0024884072975748612,1,4/12/2023,High,1
ORD33,CUS8216,0,Warsteiner,0,-0.28465324688804905,1.7339215853348724,1.5526763581940168,-0.06160020092095684,8,4/6/2023,High,2
ORD33,CUS8216,0,Rauch Multivitamin,1,-0.20434849541770536,0.7693895331941472,0.4425379294175691,-0.030226561220065687,8,4/6/2023,High,0
ORD33,CUS8216,0,Moët & Chandon,0,1.7806202332338668,0.39841566698617586,0.4425379294175691,1.7937227650271965,8,4/6/2023,High,0
ORD34,CUS4572,1,Kölsch,0,-0.3244624399246297,-0.3435320654297668,-0.6676004993588787,-0.2324278613921983,9,6/29/2023,Medium,1
ORD34,CUS4572,1,Tomato Juice,1,-0.15698928301211806,-0.38062945205056387,-0.6676004993588787,-0.17070494538653982,9,6/29/2023,High,1
ORD34,CUS4572,1,Riesling,0,-0.09590276266288227,-0.6032137717753466,-0.6676004993588787,-0.19952771937551475,9,6/29/2023,Medium,1
ORD35,CUS2664,1,Cranberry Juice,1,-0.1405165134797399,-0.38062945205056387,-0.6676004993588787,-0.1644382516690763,0,12/15/2023,High,1
ORD35,CUS2664,1,Hohes C Orange,1,-0.26474865036975875,-0.45482422529215816,-0.6676004993588787,-0.2191713939129485,0,12/15/2023,Medium,1
ORD35,CUS2664,1,Evian,3,-0.3024987472147921,-0.38062945205056387,-0.6676004993588787,-0.22606073989080103,0,12/15/2023,Medium,1
ORD36,CUS2732,0,Riesling,0,0.11961597205239906,-0.23223990556737537,1.5526763581940168,-0.03100989793474863,7,1/2/2023,High,0
ORD37,CUS9074,1,Tomato Juice,1,-0.17071659095576658,-0.417726838671361,-0.6676004993588787,-0.1824148249932105,15,8/21/2021,High,1
ORD37,CUS9074,1,Jever,0,-0.2633759195753939,-0.30643467880896963,-0.6676004993588787,-0.20362517296001012,15,8/21/2021,Medium,1
ORD37,CUS9074,1,Apollinaris,3,-0.3285806323077243,-0.417726838671361,-0.6676004993588787,-0.23785096172461864,15,8/21/2021,Low,1
ORD37,CUS9074,1,Rauch Multivitamin,1,-0.23386220749654962,-0.7516033182585352,-0.6676004993588787,-0.24634715224541054,15,8/21/2021,Low,1
ORD38,CUS9152,0,Hohes C Orange,1,-0.17003022555858413,2.5871614776132064,1.5526763581940168,0.2844337714010358,14,6/30/2023,High,2
ORD38,CUS9152,0,Kölsch,0,-0.3306397284992715,-0.2693372921881725,0.4425379294175691,-0.2327894014143596,14,6/30/2023,Medium,0
ORD38,CUS9152,0,Sauvignon Blanc,0,0.24659357053114767,-0.30643467880896963,0.4425379294175691,0.00620863879108443,14,6/30/2023,High,0
ORD38,CUS9152,0,Coca-Cola,2,-0.3457397672372849,0.7693895331941472,1.5526763581940168,-0.20617603867192635,14,6/30/2023,Medium,0
ORD38,CUS9152,0,Red Bull,2,-0.1796393411191381,1.2887529458853069,0.4425379294175691,0.08281495237571877,14,6/30/2023,High,0
ORD39,CUS9580,1,Volvic,3,-0.3532897866062915,-0.8257980915001295,-0.6676004993588787,-0.2591215663617785,3,2/22/2022,Low,1
ORD39,CUS9580,1,Granini Apple,1,-0.2798486891077721,-0.5661163851545495,-0.6676004993588787,-0.23391419259441718,3,2/22/2022,Medium,1
ORD39,CUS9580,1,Evian,3,-0.30593057420070424,-0.417726838671361,-0.6676004993588787,-0.22989708123706876,3,2/22/2022,Medium,1
ORD39,CUS9580,1,Hohes C Orange,1,-0.26886684275285333,-0.6403111583961438,-0.6676004993588787,-0.23857404176894137,3,2/22/2022,Low,1
ORD40,CUS3847,0,Rotkäppchen Sekt,0,0.1848206847847294,2.475869317750815,1.5526763581940168,1.1079817707710349,15,10/15/2021,High,2
ORD40,CUS3847,0,Apollinaris,3,-0.3210306129387176,0.9177790796773356,0.4425379294175691,-0.16502073281589183,15,10/15/2021,High,0
ORD41,CUS1647,0,Passion Fruit Juice,1,-0.10825733981216594,1.7710189719556695,1.5526763581940168,0.2710969616946391,0,10/21/2021,High,2
ORD41,CUS1647,0,Chardonnay,0,-0.04511172327138288,0.2871235071237845,0.4425379294175691,0.03904852413740779,0,10/21/2021,High,0
ORD42,CUS1799,1,Sprite,2,-0.3546625174006564,-0.3435320654297668,-0.6676004993588787,-0.2448005643728314,3,5/5/2022,Low,1
ORD42,CUS1799,1,Monster,2,-0.17208932175013142,-0.6032137717753466,-0.6676004993588787,-0.21513419699881334,3,5/5/2022,Medium,1
ORD42,CUS1799,1,Red Bull,2,-0.23592130368809694,-0.5661163851545495,-0.6676004993588787,-0.22363038751960526,3,5/5/2022,Medium,1
ORD43,CUS296,1,Pepsi,2,-0.27298503513594785,-0.7516033182585352,-0.6676004993588787,-0.24978178245594343,8,7/11/2023,Low,1
ORD43,CUS296,1,Fritz-Kola,2,-0.2469031500430157,-0.714505931637738,-0.6676004993588787,-0.2432338909434655,8,7/11/2023,Low,1
ORD43,CUS296,1,Volvic Touch,3,-0.2922032662570557,-0.7887007048793323,-0.6676004993588787,-0.2544014605168941,8,7/11/2023,Low,1
ORD43,CUS296,1,Club Mate,2,-0.23729403448246178,-0.714505931637738,-0.6676004993588787,-0.24210909976340797,8,7/11/2023,Low,1
ORD43,CUS296,1,Fanta,2,-0.30798967039225145,-0.3435320654297668,-0.6676004993588787,-0.22567911431185295,8,7/11/2023,Medium,1
ORD44,CUS5631,0,Hohes C Orange,1,-0.24827588083738056,0.5468052134693644,1.5526763581940168,-0.11601197425624116,6,10/16/2021,High,0
ORD44,CUS5631,0,Schwip Schwap,2,-0.3024987472147921,2.6613562508548005,1.5526763581940168,-0.035288121530324686,6,10/16/2021,High,2
ORD45,CUS596,1,Merlot,0,-0.09384366647133503,-0.7516033182585352,-0.6676004993588787,-0.2340547914919244,4,1/21/2022,Medium,1
ORD45,CUS596,1,Mountain Dew,2,-0.32652153611617696,-0.5290189985337524,-0.6676004993588787,-0.24291252203487765,4,1/21/2022,Low,1
ORD45,CUS596,1,Beck's,0,-0.29838055483169756,-0.5661163851545495,-0.6676004993588787,-0.23825267286035345,4,1/21/2022,Low,1
ORD45,CUS596,1,Cranberry Juice,1,-0.14806653284874655,-0.7887007048793323,-0.6676004993588787,-0.24596552666646243,4,1/21/2022,Low,1
ORD45,CUS596,1,Evian,3,-0.30593057420070424,-0.38062945205056387,-0.6676004993588787,-0.22736630108193928,4,1/21/2022,Medium,1
ORD46,CUS5163,1,Merlot,0,-0.09384366647133503,-0.714505931637738,-0.6676004993588787,-0.22531757428969157,13,1/28/2022,Medium,1
ORD46,CUS5163,1,Pepsi,2,-0.28739870847677873,-0.7516033182585352,-0.6676004993588787,-0.25104717253350817,13,1/28/2022,Low,1
ORD46,CUS5163,1,Mountain Dew,2,-0.32652153611617696,-0.8257980915001295,-0.6676004993588787,-0.2583382296470956,13,1/28/2022,Low,1
ORD46,CUS5163,1,Volvic,3,-0.3532897866062915,-0.6403111583961438,-0.6676004993588787,-0.253397182677557,13,1/28/2022,Low,1
ORD47,CUS9133,0,Passion Fruit Juice,1,-0.1576756484093005,1.2516555592645098,2.6628147869704644,0.07255123285769355,11,5/22/2022,High,2
ORD47,CUS9133,0,Veuve Clicquot,0,2.496499342495136,-0.30643467880896963,1.5526763581940168,0.8810350646376361,11,5/22/2022,High,0
ORD47,CUS9133,0,Granini Apple,1,-0.27778959291622485,2.6242588642340037,2.6628147869704644,0.007735141106876868,11,5/22/2022,High,2
ORD47,CUS9133,0,Tomato Juice,1,-0.18375753350223265,0.7322921465733501,1.5526763581940168,-0.023959867502602147,11,5/22/2022,High,0
ORD48,CUS77,0,Fritz-Kola,2,-0.2571986310007521,0.4726104402277701,0.4425379294175691,-0.12495004702634137,2,7/1/2023,High,0
ORD49,CUS2492,1,Passion Fruit Juice,1,-0.1913075528712393,-0.8257980915001295,-0.6676004993588787,-0.2543813749601074,11,10/31/2021,Low,1
ORD49,CUS2492,1,Mango Juice,1,-0.17826661032477323,-0.38062945205056387,-0.6676004993588787,-0.1787994247715969,11,10/31/2021,High,1
ORD50,CUS7265,0,Tanqueray,0,1.8458249459661973,0.5839026000901615,0.4425379294175691,2.166470527875556,1,6/23/2023,High,0
ORD50,CUS7265,0,Coca-Cola,2,-0.34436703644292,0.3613182803653787,0.4425379294175691,-0.21619873150851068,1,6/23/2023,Medium,0
ORD50,CUS7265,0,Volvic,3,-0.3409352094570079,2.4016745445092207,2.6628147869704644,-0.1475864695249997,1,6/23/2023,High,2
ORD50,CUS7265,0,Krombacher,0,-0.30936240118661634,-0.7887007048793323,0.4425379294175691,-0.25564676503767214,1,6/23/2023,Low,0
ORD51,CUS3982,1,San Pellegrino,3,-0.33132609389645395,-0.7887007048793323,-0.6676004993588787,-0.2566912139905827,13,3/10/2022,Low,1
ORD51,CUS3982,1,Kölsch,0,-0.32652153611617696,-0.30643467880896963,-0.6676004993588787,-0.23134324132571418,13,3/10/2022,Medium,1
ORD52,CUS9670,1,Evian,3,-0.30593057420070424,-0.4919216119129553,-0.6676004993588787,-0.2349586415473278,2,10/20/2022,Medium,1
ORD52,CUS9670,1,Fritz-Kola,2,-0.2517077078232927,-0.4919216119129553,-0.6676004993588787,-0.21909105168580154,2,10/20/2022,Medium,1
ORD52,CUS9670,1,Merlot,0,-0.09384366647133503,-0.3435320654297668,-0.6676004993588787,-0.1379454022673635,2,10/20/2022,High,1
ORD53,CUS6801,0,Kölsch,0,-0.23729403448246178,1.7339215853348724,2.6628147869704644,0.009824039012698028,0,7/10/2021,High,2
ORD54,CUS5400,0,Hohes C Orange,1,-0.2922032662570557,-0.6032137717753466,0.4425379294175691,-0.24076336745869623,15,1/13/2021,Low,0
ORD54,CUS5400,0,Vio Wasser,3,-0.35191705581192667,0.3613182803653787,1.5526763581940168,-0.2250765476082507,15,1/13/2021,Medium,0
ORD54,CUS5400,0,Red Bull,2,-0.23180311130500236,0.9919738529189299,0.4425379294175691,-0.0370154794139845,15,1/13/2021,High,0
ORD54,CUS5400,0,Gerolsteiner,3,-0.3697625561386697,0.027441800778204545,0.4425379294175691,-0.24516210439499278,15,1/13/2021,Low,0
ORD55,CUS3847,0,Rauch Multivitamin,1,-0.19748484144588113,0.3613182803653787,0.4425379294175691,-0.081444731026258,15,5/16/2021,High,0
ORD55,CUS3847,0,Passion Fruit Juice,1,-0.1466938020543817,2.5871614776132064,1.5526763581940168,0.3415972660161038,15,5/16/2021,High,2
ORD55,CUS3847,0,Granini Apple,1,-0.3155396897612582,1.362947719126901,1.5526763581940168,-0.13878899565240668,15,5/16/2021,High,2
ORD55,CUS3847,0,Apollinaris,3,-0.3457397672372849,0.39841566698617586,0.4425379294175691,-0.21615856039493717,15,5/16/2021,Medium,0
ORD56,CUS2323,1,Passion Fruit Juice,1,-0.17895297572195568,-0.8257980915001295,-0.6676004993588787,-0.254019834937946,7,12/27/2023,Low,1
ORD57,CUS7386,1,Mountain Dew,2,-0.32652153611617696,-0.45482422529215816,-0.6676004993588787,-0.23905609513182316,13,11/15/2022,Low,1
ORD57,CUS7386,1,Apollinaris,3,-0.32652153611617696,-0.5290189985337524,-0.6676004993588787,-0.24291252203487765,13,11/15/2022,Low,1
ORD58,CUS939,1,Hohes C Orange,1,-0.26474865036975875,-0.45482422529215816,-0.6676004993588787,-0.2191713939129485,0,4/14/2023,Medium,1
ORD58,CUS939,1,Passion Fruit Juice,1,-0.17895297572195568,-0.5661163851545495,-0.6676004993588787,-0.2102935778132085,0,4/14/2023,Medium,1
ORD58,CUS939,1,Schwip Schwap,2,-0.3052442088035218,-0.3435320654297668,-0.6676004993588787,-0.22455432313179538,0,4/14/2023,Medium,1
ORD58,CUS939,1,Rauch Multivitamin,1,-0.22425309193599569,-0.3435320654297668,-0.6676004993588787,-0.19137298332009745,0,4/14/2023,Medium,1
ORD59,CUS347,1,Johnnie Walker,0,2.045557276546283,-0.6403111583961438,-0.6676004993588787,0.16779694314042456,2,12/5/2021,High,1
ORD60,CUS9599,0,Vio Wasser,3,-0.34299430564855515,0.9919738529189299,1.5526763581940168,-0.19518923910957844,3,8/24/2022,Medium,2
ORD60,CUS9599,0,Volvic Touch,3,-0.29838055483169756,1.4371424923684954,1.5526763581940168,-0.10671236146397955,3,8/24/2022,High,2
ORD60,CUS9599,0,Rotkäppchen Sekt,0,-0.0492299156544774,0.5839026000901615,0.4425379294175691,0.11181849637577435,3,8/24/2022,High,0
ORD61,CUS2211,1,Tanqueray,0,2.0544800267096544,-0.4919216119129553,-0.6676004993588787,0.4557836563487326,8,10/5/2023,High,1
ORD62,CUS2179,1,Sprite,2,-0.3560352481950212,-0.4919216119129553,-0.6676004993588787,-0.2496210980016495,2,6/2/2021,Low,1
ORD62,CUS2179,1,Johnnie Walker,0,2.045557276546283,-0.7516033182585352,-0.6676004993588787,-0.04623474997909913,2,6/2/2021,High,1
ORD62,CUS2179,1,Vittel,3,-0.3498579596203794,-0.417726838671361,-0.6676004993588787,-0.2453227888492867,2,6/2/2021,Low,1
ORD62,CUS2179,1,Rauch Multivitamin,1,-0.23386220749654962,-0.5290189985337524,-0.6676004993588787,-0.21850857053898604,2,6/2/2021,Medium,1
ORD62,CUS2179,1,Fritz-Kola,2,-0.25582590020638724,-0.30643467880896963,-0.6676004993588787,-0.2003110560901977,2,6/2/2021,Medium,1
ORD63,CUS2981,1,Schwip Schwap,2,-0.3073033049950691,-0.6032137717753466,-0.6676004993588787,-0.24283217980773067,13,9/18/2022,Low,1
ORD63,CUS2981,1,Apollinaris,3,-0.32652153611617696,-0.714505931637738,-0.6676004993588787,-0.2525535892925138,13,9/18/2022,Low,1
ORD64,CUS5484,1,Mezzo Mix,2,-0.35054432501756183,-0.8257980915001295,-0.6676004993588787,-0.2590412241346315,10,1/26/2022,Low,1
ORD65,CUS6419,0,Mango Juice,1,-0.14257560967128716,2.5871614776132064,1.5526763581940168,0.3516802155230484,0,3/3/2022,High,2
